id,postulante_id,dni,postulante,convocatoria,concepto,tipo_pago,monto,voucher,fecha_pago,estado_pago,observacion
621,3010,78669861,Fatima Torres Molina,2024-I,Comedor universitario,Comedor universitario,87.0,C-00238,2024-03-22,Pendiente,
622,4457,79096055,Erick Mamani Fernández,2026-I,Comedor universitario,Comedor universitario,87.0,C-00239,2026-03-10,Validado,
623,5749,76180048,Liseth Ruiz Romero,2025-I,Comedor universitario,Comedor universitario,87.0,C-00240,2025-03-15,Pendiente,
624,1875,72704989,Edwin López Romero,2025-I,Comedor universitario,Comedor universitario,87.0,C-00241,2025-03-12,Validado,
625,309,77670476,Milagros Vargas Iglesias,2026-I,Comedor universitario,Comedor universitario,87.0,C-00242,2026-03-23,Validado,
626,5133,77799096,Cinthia Lazo Blanco,2024-I,Comedor universitario,Comedor universitario,87.0,C-00243,2024-03-07,Validado,
627,5491,76623835,Ana Ortega Carrasco,2025-I,Comedor universitario,Comedor universitario,87.0,C-00244,2025-03-17,Observado,Falta comprobante
628,1747,70679900,Raúl Quispe Muñoz,2025-II,Comedor universitario,Comedor universitario,87.0,C-00245,2025-08-01,Validado,
629,1982,79950768,Xiomara Huanca Delgado,2024-II,Comedor universitario,Comedor universitario,87.0,C-00246,2024-08-07,Pendiente,
630,2382,77421289,Raúl Ortega Moreno,2024-II,Comedor universitario,Comedor universitario,87.0,C-00247,2024-09-05,Validado,
631,4068,76291729,Mariana Salazar Lozano,2025-I,Comedor universitario,Comedor universitario,87.0,C-00248,2025-03-26,Validado,
632,4745,70682375,Paola Evelyn Torres Iglesias,2025-II,Comedor universitario,Comedor universitario,87.0,C-00249,2025-08-05,Validado,
633,6806,72618139,Nadia Cruz Romero,2023-I,Comedor universitario,Comedor universitario,87.0,C-00250,2023-03-26,Validado,
634,6764,73903014,Rosa García Romero,2023-I,Comedor universitario,Comedor universitario,87.0,C-00251,2023-03-31,Validado,
635,4804,78735307,Mariana Ortega González,2024-I,Comedor universitario,Comedor universitario,87.0,C-00252,2024-03-24,Pendiente,
636,2610,73449195,Fernando Mamani Pérez,2026-I,Comedor universitario,Comedor universitario,87.0,C-00253,2026-03-21,Validado,
637,6122,73559781,Paola Evelyn Espinoza Muñoz,2025-II,Comedor universitario,Comedor universitario,87.0,C-00254,2025-08-10,Pendiente,
638,939,71577526,Flor Lazo Sánchez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00255,2024-09-05,Pendiente,
639,4875,70782950,Evelyn Carmen Ccallo Blanco,2024-I,Comedor universitario,Comedor universitario,87.0,C-00256,2024-03-11,Validado,
640,6029,77866409,Héctor Jorge Villanueva Castro,2024-II,Comedor universitario,Comedor universitario,87.0,C-00257,2024-08-22,Validado,
641,3927,72453960,Milagros Torres González,2026-I,Comedor universitario,Comedor universitario,87.0,C-00258,2026-03-06,Observado,Falta comprobante
642,4322,72500656,Xiomara María Ccopa Sánchez,2025-II,Comedor universitario,Comedor universitario,87.0,C-00259,2025-08-21,Validado,
643,3126,79524192,David Apaza Navarro,2024-I,Comedor universitario,Comedor universitario,87.0,C-00260,2024-03-10,Validado,
644,5739,70973169,Carmen Sánchez Carrasco,2024-II,Comedor universitario,Comedor universitario,87.0,C-00261,2024-08-30,Validado,
645,3931,74949585,Nadia Rocío Lazo Fernández,2025-I,Comedor universitario,Comedor universitario,87.0,C-00262,2025-03-24,Validado,
646,1861,78034342,Nadia Fatima Paredes Carrasco,2024-II,Comedor universitario,Comedor universitario,87.0,C-00263,2024-08-30,Validado,
647,2281,71225437,Evelyn Carmen Huamán Castro,2025-I,Comedor universitario,Comedor universitario,87.0,C-00264,2025-03-08,Validado,
648,1246,70839286,Alex Castillo Castro,2025-II,Comedor universitario,Comedor universitario,87.0,C-00265,2025-08-15,Validado,
649,1188,76793112,Ronal Torres Serrano,2024-II,Comedor universitario,Comedor universitario,87.0,C-00266,2024-08-12,Validado,
650,1647,73563779,Raúl Javier Coila González,2024-II,Comedor universitario,Comedor universitario,87.0,C-00267,2024-09-03,Validado,
651,3307,77478867,Wilmer Rodrigo Torres Serrano,2025-I,Comedor universitario,Comedor universitario,87.0,C-00268,2025-03-25,Validado,
652,2889,78114925,Sandra Ccopa Blanco,2025-I,Comedor universitario,Comedor universitario,87.0,C-00269,2025-03-05,Observado,Falta comprobante
653,3922,75873075,Carmen Daniela Ccallo Pérez,2025-II,Comedor universitario,Comedor universitario,87.0,C-00270,2025-08-06,Validado,
654,7342,77382749,Yaneth Condori Vásquez,2023-II,Comedor universitario,Comedor universitario,87.0,C-00271,2023-08-10,Validado,
655,3782,78662688,Rubén César Paredes Fuentes,2025-II,Comedor universitario,Comedor universitario,87.0,C-00272,2025-09-03,Validado,
656,2387,78634916,Brenda Sánchez Lozano,2025-I,Comedor universitario,Comedor universitario,87.0,C-00273,2025-03-12,Validado,
657,3388,77170946,Héctor Rodríguez González,2024-II,Comedor universitario,Comedor universitario,87.0,C-00274,2024-08-26,Validado,
658,3360,73116619,Cinthia Ccallo Jiménez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00275,2024-08-23,Observado,Monto incorrecto
659,1586,73423785,Valeria Soto Romero,2024-II,Comedor universitario,Comedor universitario,87.0,C-00276,2024-08-06,Validado,
660,3022,78304849,Héctor Alejandro Ccopa González,2025-I,Comedor universitario,Comedor universitario,87.0,C-00277,2025-03-17,Validado,
661,5002,70978979,Sandra Torres Castro,2026-I,Comedor universitario,Comedor universitario,87.0,C-00278,2026-03-02,Validado,
662,3686,71118583,Javier Fernando Ccallo Castro,2026-I,Comedor universitario,Comedor universitario,87.0,C-00279,2026-03-02,Validado,
663,5326,70883028,Wilmer Reyes Navarro,2024-I,Comedor universitario,Comedor universitario,87.0,C-00280,2024-03-21,Validado,
664,6750,76968600,Héctor Salazar Castro,2023-I,Comedor universitario,Comedor universitario,87.0,C-00281,2023-03-29,Validado,
665,1782,72762984,Ronal Ruiz Hidalgo,2025-I,Comedor universitario,Comedor universitario,87.0,C-00282,2025-03-19,Observado,Falta comprobante
666,3438,75429891,Miguel Ángel Espinoza Hidalgo,2025-I,Comedor universitario,Comedor universitario,87.0,C-00283,2025-03-14,Validado,
667,2680,78954891,Stephanie Fatima Mendoza Lozano,2025-I,Comedor universitario,Comedor universitario,87.0,C-00284,2025-02-25,Validado,
668,4371,70043873,Ricardo López Navarro,2025-I,Comedor universitario,Comedor universitario,87.0,C-00285,2025-03-01,Validado,
669,5008,73183511,Claudia Espinoza Blanco,2025-I,Comedor universitario,Comedor universitario,87.0,C-00286,2025-03-03,Observado,Falta comprobante
670,4338,73018694,Karina Apaza Blanco,2025-II,Comedor universitario,Comedor universitario,87.0,C-00287,2025-08-07,Observado,Monto incorrecto
671,4768,77772461,César Villanueva Sánchez,2024-II,Comedor universitario,Comedor universitario,87.0,C-00288,2024-08-25,Validado,
672,222,72478196,Jhon López Cabrera,2024-II,Comedor universitario,Comedor universitario,87.0,C-00289,2024-09-03,Validado,
673,7327,77821473,Marco Mamani Cabrera,2023-II,Comedor universitario,Comedor universitario,87.0,C-00290,2023-08-08,Validado,
674,7092,73944789,David Rojas Molina,2023-I,Comedor universitario,Comedor universitario,87.0,C-00291,2023-03-21,Validado,
675,216,76912082,César Coila Muñoz,2024-I,Comedor universitario,Comedor universitario,87.0,C-00292,2024-03-03,Pendiente,
676,4173,77677108,Andrea Chávez Fuentes,2024-I,Comedor universitario,Comedor universitario,87.0,C-00293,2024-03-19,Pendiente,
677,5040,78934505,Lucía Cruz Fuentes,2025-II,Comedor universitario,Comedor universitario,87.0,C-00294,2025-08-16,Validado,
678,5096,72209383,Xiomara Martínez Moreno,2026-I,Comedor universitario,Comedor universitario,87.0,C-00295,2026-03-10,Observado,Monto incorrecto
679,5177,77286401,Daniela Valeria Salazar Iglesias,2025-II,Comedor universitario,Comedor universitario,87.0,C-00296,2025-08-12,Validado,
680,1355,79499703,Fatima Sánchez Blanco,2025-I,Comedor universitario,Comedor universitario,87.0,C-00297,2025-03-10,Validado,
681,5544,73611609,Liliana Cruz Carrasco,2026-I,Comedor universitario,Comedor universitario,87.0,C-00298,2026-03-26,Observado,Monto incorrecto
682,5507,70966927,Liliana Soto Benítez,2024-I,Comedor universitario,Comedor universitario,87.0,C-00299,2024-03-19,Validado,
683,3444,74577700,Lorena Chávez Benítez,2025-II,Comedor universitario,Comedor universitario,87.0,C-00300,2025-08-13,Validado,
684,2084,70261313,Patricia Soto Sánchez,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00001,2025-03-08,Validado,
685,6003,74253567,Héctor Jorge Chávez Moreno,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00002,2025-08-09,Validado,
686,4704,78862424,Karina Valeria Martínez Castro,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00003,2025-08-06,Pendiente,
687,798,78662181,Víctor Erick Espinoza Carrasco,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00004,2024-08-28,Validado,
688,2129,78512476,Rubén Cutipa Sánchez,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00005,2026-03-14,Validado,
689,6698,76060703,Liseth Martínez Navarro,2023-I,Residencia universitaria,Residencia universitaria,40.0,R-00006,2023-03-26,Validado,
690,5706,73652892,Luis Martínez Navarro,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00007,2024-08-01,Validado,
691,1556,78265097,Rosa Pilco Castro,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00008,2026-03-27,Validado,
692,3381,70845752,Alex Coila Fuentes,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00009,2024-03-30,Validado,
693,5604,77009995,Jorge Villanueva Muñoz,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00010,2024-08-10,Validado,
694,2643,77741447,Pablo Rubén Pilco Blanco,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00011,2026-03-08,Validado,
695,5852,75172026,Víctor Erick Apaza Sánchez,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00012,2024-03-17,Validado,
696,4271,79852710,Héctor Jorge García Fuentes,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00013,2024-08-03,Validado,
697,693,75431331,Cristian Sánchez Gutiérrez,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00014,2024-03-05,Validado,
698,6427,75845540,Daniela Huamán Cabrera,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00015,2025-08-05,Validado,
699,4166,74665812,Liliana Quispe Sánchez,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00016,2026-03-12,Validado,
700,1422,76766201,Daniela Valeria Medina Moran,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00017,2024-03-01,Validado,
701,2980,79220418,Fatima Ventura Alonso,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00018,2026-03-20,Validado,
702,4042,73377699,Rocío Flores Álvarez,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00019,2024-03-19,Validado,
703,7212,76160963,Marco Paredes Jiménez,2023-II,Residencia universitaria,Residencia universitaria,40.0,R-00020,2023-08-11,Observado,Falta comprobante
704,3577,71030206,Raúl Javier Ccopa Carrasco,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00021,2024-08-06,Observado,Monto incorrecto
705,1920,70001005,Raúl Cárdenas Muñoz,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00022,2024-03-13,Validado,
706,5951,70389309,Liseth Ccallo Navarro,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00023,2026-03-10,Validado,
707,3413,75232310,Edwin Cristian León Alonso,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00024,2025-02-26,Validado,
708,2146,72793657,Javier Herrera Sánchez,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00025,2026-03-13,Pendiente,
709,311,76720828,Xiomara María Ventura Álvarez,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00026,2024-08-15,Pendiente,
710,5474,79012418,Paola Cutipa Cano,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00027,2024-03-21,Validado,
711,2159,71558866,Fatima Liseth Vargas Álvarez,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00028,2024-08-30,Pendiente,
712,1468,76539332,Patricia Mendoza Gutiérrez,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00029,2025-08-12,Validado,
713,4425,71944283,Rubén Rojas Álvarez,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00030,2024-03-25,Validado,
714,7253,71206831,Fatima Sánchez Alonso,2023-II,Residencia universitaria,Residencia universitaria,40.0,R-00031,2023-08-11,Validado,
715,3889,70058662,Fatima Puma Blanco,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00032,2024-03-22,Validado,
716,1753,77619074,César Alex Villanueva Aguilar,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00033,2024-03-18,Validado,
717,1073,70678300,Wilmer Medina Carrasco,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00034,2025-02-28,Validado,
718,5292,77615811,Héctor Medina Jiménez,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00035,2026-03-24,Validado,
719,964,74585548,Stephanie Fatima Reyes Iglesias,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00036,2025-08-13,Validado,
720,1592,78573194,Fatima Campos Gutiérrez,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00037,2024-03-31,Observado,Falta comprobante
721,651,76140662,Rubén Villanueva Vásquez,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00038,2025-02-27,Validado,
722,6994,78944746,Carmen Daniela Soto Carrasco,2023-I,Residencia universitaria,Residencia universitaria,40.0,R-00039,2023-03-21,Pendiente,
723,3807,76958898,Stephanie Medina Moreno,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00040,2024-03-12,Observado,Monto incorrecto
724,4321,74984788,Paola Evelyn Rodríguez González,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00041,2026-03-15,Validado,
725,3596,74882321,Alex Morales Castro,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00042,2025-03-23,Validado,
726,3469,79063732,Sofía Huamán Núñez,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00043,2026-03-19,Observado,Falta comprobante
727,363,76612751,Daniela Salazar Romero,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00044,2024-08-29,Validado,
728,2476,74479182,Jhon Apaza Romero,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00045,2025-03-21,Validado,
729,6031,74715008,Lucía Vega Hidalgo,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00046,2025-03-16,Validado,
730,5870,79647816,Brenda Flores Blanco,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00047,2024-08-13,Validado,
731,1343,76823925,Jessica Vargas Romero,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00048,2025-08-08,Validado,
732,2061,73094594,Lorena Vega Delgado,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00049,2025-03-13,Validado,
733,903,73736280,Juan Carlos García Vásquez,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00050,2026-03-31,Observado,Falta comprobante
734,5464,72967738,José Ccopa Muñoz,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00051,2026-03-03,Validado,
735,649,70688519,Nadia Espinoza Fuentes,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00052,2026-03-23,Validado,
736,5735,73903301,Paola Coila Vásquez,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00053,2026-03-27,Validado,
737,2400,77021599,Claudia Lazo Cabrera,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00054,2024-08-21,Validado,
738,3740,72804005,Miguel Ángel Ortega Pérez,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00055,2026-03-06,Observado,Falta comprobante
739,5284,70090412,Fatima Cruz Pérez,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00056,2024-03-08,Pendiente,
740,5071,71800682,Evelyn Quispe Hidalgo,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00057,2026-03-07,Pendiente,
741,2867,70818072,Erick Rodríguez Fuentes,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00058,2025-02-27,Pendiente,
742,6636,73752567,Karina Rodríguez Serrano,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00059,2024-08-23,Validado,
743,5154,71192636,César Alex Condori Carrasco,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00060,2024-09-01,Pendiente,
744,2013,77902192,Paola Evelyn Herrera Castro,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00061,2025-08-03,Observado,Monto incorrecto
745,2738,74136836,Miguel Medina Pérez,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00062,2024-08-05,Validado,
746,7022,79987424,David Paredes Álvarez,2023-I,Residencia universitaria,Residencia universitaria,40.0,R-00063,2023-03-30,Observado,Falta comprobante
747,5950,79161007,Ricardo Sánchez Delgado,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00064,2024-03-02,Validado,
748,2286,70338293,Wilmer Cárdenas Delgado,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00065,2025-03-15,Validado,
749,1363,75922413,Rosa Ortega Moreno,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00066,2024-03-07,Pendiente,
750,7004,76745527,Iván José Paredes Aguilar,2023-I,Residencia universitaria,Residencia universitaria,40.0,R-00067,2023-04-03,Pendiente,
751,6616,75994400,Fernando Herrera Núñez,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00068,2025-03-02,Observado,Monto incorrecto
752,3500,78215334,Lucía Torres Gutiérrez,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00069,2025-08-16,Validado,
753,2452,78578010,Ana Villanueva Hidalgo,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00070,2024-08-11,Validado,
754,6346,71046008,Patricia Diana Huamán Blanco,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00071,2026-03-25,Validado,
755,2828,77531332,Pablo Medina Vásquez,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00072,2024-03-04,Validado,
756,6728,79285222,Paola Pilco Molina,2023-I,Residencia universitaria,Residencia universitaria,40.0,R-00073,2023-04-01,Validado,
757,2734,72019510,Ana Morales Cano,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00074,2026-03-01,Pendiente,
758,5626,76463041,Patricia Diana Cárdenas Núñez,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00075,2024-03-08,Observado,Monto incorrecto
759,6446,75357717,Lucía Espinoza Hidalgo,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00076,2025-03-24,Pendiente,
760,5805,73577131,Lorena García Navarro,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00077,2024-03-01,Validado,
761,2035,77430203,Jorge López Martínez,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00078,2025-08-13,Validado,
762,543,75043874,Nadia Fatima Paredes Blanco,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00079,2026-03-24,Observado,Falta comprobante
763,3528,70626073,Rubén César Ventura Iglesias,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00080,2024-08-10,Validado,
764,2409,73972084,Stephanie Fatima Torres Muñoz,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00081,2026-03-25,Validado,
765,6215,71588058,Fatima Martínez González,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00082,2026-03-13,Validado,
766,417,70241008,Sebastián Soto González,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00083,2025-08-07,Validado,
767,4045,75349518,Liseth Lorena Apaza Fuentes,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00084,2024-09-01,Validado,
768,7435,71768245,Sofía Cruz Jiménez,2023-II,Residencia universitaria,Residencia universitaria,40.0,R-00085,2023-08-12,Validado,
769,4565,76896668,Paola Herrera Carrasco,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00086,2025-03-07,Validado,
770,6426,74622150,Lucía Puma Jiménez,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00087,2026-03-25,Observado,Falta comprobante
771,1478,79009768,Daniela Valeria Flores Romero,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00088,2024-03-26,Validado,
772,7115,74056587,Yaneth García Blanco,2023-I,Residencia universitaria,Residencia universitaria,40.0,R-00089,2023-03-22,Validado,
773,4757,78506822,Marco Quispe Fuentes,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00090,2026-03-02,Validado,
774,1152,70676823,Ricardo Ccallo Núñez,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00091,2024-09-03,Validado,
775,4386,77307571,Luis Reyes Vásquez,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00092,2025-03-01,Pendiente,
776,528,71643963,Karina Ventura Cano,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00093,2024-08-06,Validado,
777,3430,72258342,Mariana Ramírez Lozano,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00094,2025-08-13,Validado,
778,4989,71828866,César Rodríguez Serrano,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00095,2024-03-29,Validado,
779,7333,73063350,Rosa Ortega Cabrera,2023-II,Residencia universitaria,Residencia universitaria,40.0,R-00096,2023-08-17,Validado,
780,765,79269344,Víctor Vargas Cabrera,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00097,2024-08-09,Validado,
781,1665,77230198,Diego Ccallo Castro,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00098,2025-03-09,Validado,
782,5006,78424121,Andrea Huamán Carrasco,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00099,2024-08-25,Validado,
783,3432,77055137,Flor Salazar Cano,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00100,2026-03-20,Validado,
784,5690,72748597,Liliana Soto Álvarez,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00101,2025-08-09,Validado,
785,5566,78872667,Luis Quispe Romero,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00102,2025-08-07,Validado,
786,4083,77277586,Javier Fernando López Martínez,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00103,2025-08-12,Observado,Falta comprobante
787,3817,71341870,Paola Campos Carrasco,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00104,2026-03-31,Validado,
788,5707,77336288,Andrea Huamán Lozano,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00105,2025-03-21,Validado,
789,1958,78317684,Xiomara María Castillo González,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00106,2025-08-26,Validado,
790,6470,77256655,Lucía Lazo Moran,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00107,2025-09-04,Validado,
791,7070,71563170,Miguel Ángel Herrera Carrasco,2023-I,Residencia universitaria,Residencia universitaria,40.0,R-00108,2023-04-01,Validado,
792,2446,71595567,Nadia Rocío Villanueva Cabrera,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00109,2025-03-25,Validado,
793,4719,77264716,Ana Ruiz Hidalgo,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00110,2026-03-06,Validado,
794,287,78111841,Stephanie Fatima Paredes Gutiérrez,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00111,2026-03-25,Pendiente,
795,1515,78983760,Héctor Morales Fuentes,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00112,2026-03-02,Validado,
796,1723,74840958,Brenda Ventura Hidalgo,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00113,2024-08-28,Observado,Falta comprobante
797,6931,79601449,Miguel García Fernández,2023-I,Residencia universitaria,Residencia universitaria,40.0,R-00114,2023-03-29,Observado,Falta comprobante
798,441,71884343,Jorge Vega Serrano,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00115,2026-03-22,Validado,
799,1094,73804253,Cinthia Campos Blanco,2024-II,Residencia universitaria,Residencia universitaria,40.0,R-00116,2024-08-25,Validado,
800,4985,72502061,Alejandro Vega Muñoz,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00117,2024-03-18,Validado,
801,2086,76533553,Jhon Rodríguez Iglesias,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00118,2026-03-22,Validado,
802,2658,77111840,Víctor Erick Espinoza Fernández,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00119,2025-08-20,Validado,
803,5125,77956081,Cinthia León Lozano,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00120,2025-08-07,Validado,
804,1989,70342811,Jhon Vargas Molina,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00121,2026-03-31,Validado,
805,3040,75322728,Miguel Ángel Cárdenas Castro,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00122,2025-08-11,Observado,Falta comprobante
806,572,70537863,Diego Torres Iglesias,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00123,2025-08-12,Validado,
807,1791,79533808,Claudia Ortega Navarro,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00124,2026-03-28,Validado,
808,6431,70260249,Cristian Puma Muñoz,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00125,2024-03-09,Validado,
809,1938,75969998,Juan Carlos Espinoza Muñoz,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00126,2026-03-21,Pendiente,
810,7168,73096807,Mónica Torres Fuentes,2023-I,Residencia universitaria,Residencia universitaria,40.0,R-00127,2023-03-20,Observado,Monto incorrecto
811,2630,71026015,Evelyn Carmen Vargas Molina,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00128,2025-08-19,Observado,Falta comprobante
812,727,75904855,Luis Fernando Mendoza Sánchez,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00129,2024-03-12,Validado,
813,4231,74301390,Nadia Rocío Castillo Benítez,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00130,2025-08-02,Pendiente,
814,5202,72544317,David Flores Cano,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00131,2026-03-04,Validado,
815,2322,70615455,Raúl Paredes Hidalgo,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00132,2025-02-26,Validado,
816,261,79235783,Fatima López Molina,2025-II,Residencia universitaria,Residencia universitaria,40.0,R-00133,2025-08-06,Validado,
817,5149,75312434,Mariana Paredes Delgado,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00134,2025-03-12,Validado,
818,6934,78754480,Alex Ortega Iglesias,2023-I,Residencia universitaria,Residencia universitaria,40.0,R-00135,2023-04-02,Validado,
819,4472,76463604,Luis Fernando Condori Muñoz,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00136,2025-03-03,Pendiente,
820,3685,71307415,Erick Lazo Romero,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00137,2024-03-04,Observado,Monto incorrecto
821,5220,71069111,Sandra Ccallo Núñez,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00138,2024-03-22,Validado,
822,7075,70156351,Paola Evelyn León Molina,2023-I,Residencia universitaria,Residencia universitaria,40.0,R-00139,2023-03-20,Pendiente,
823,4910,70697917,Paola Evelyn Espinoza Lozano,2025-I,Residencia universitaria,Residencia universitaria,40.0,R-00140,2025-03-12,Observado,Monto incorrecto
824,1485,72035379,Lucía Paredes Carrasco,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00141,2024-03-01,Pendiente,
825,2609,78441827,Karina Sánchez Cabrera,2026-I,Residencia universitaria,Residencia universitaria,40.0,R-00142,2026-03-10,Pendiente,
826,2843,76947234,Evelyn Medina Gutiérrez,2024-I,Residencia universitaria,Residencia universitaria,40.0,R-00143,2024-03-09,Validado,
